Bug_id, Commit Number of Functions, Commit total cyclomatic complexity, Commit total lines of code,Commit token_count,Commit parameters
290909,32.785667324128866,95.13456059609906,410.70414201183434,2831.1959237343854,27.880561034407187
245457,32.78790534618756,95.1546888694128,410.7462751971954,2831.453768624014,27.883873794916738
289599,32.78690319754709,95.1353482260184,410.6454226894437,2830.7025843188785,27.889837932544896
283551,32.796584190934965,95.17319903656667,410.7711845850668,2831.2649441646595,27.893146485657983
174481,32.800131348511385,95.18410683012259,410.8158931698774,2831.4997810858144,27.90039404553415
249915,32.79732983147297,95.17399868680236,410.7896695119282,2831.3123221711535,27.89822718319107
282779,32.794310722100654,95.16673960612691,410.76586433260394,2831.1253829321663,27.8945295404814
170731,32.79129293371253,95.15948370159703,410.7420695690221,2830.9385254867643,27.89083351564209
283120,32.78477690288714,95.14195100612423,410.667104111986,2830.455161854768,27.88538932633421
283555,32.783293242947735,95.13098622348568,410.63350098403674,2830.198338071288,27.883446315329106
66889,32.78994535519126,95.1248087431694,410.6039344262295,2829.859453551913,27.886994535519126
266545,32.78610443521958,95.09875464277911,410.4987983395237,2829.0902337775838,27.882674240769063
286542,32.782000873743996,95.08715596330275,410.44997815640016,2828.6786806465707,27.879423328964613
279263,32.775278445075344,95.06726359467133,410.36339812186066,2828.0821139986897,27.87377156584407
289090,32.694250871080136,94.82099303135888,409.29006968641113,2820.6672473867598,27.804442508710803
287103,32.57600692940667,94.4365526201819,407.5786054569078,2808.4235599826766,27.703551320918148
271501,32.56982030742585,94.41762286209136,407.495128815761,2807.844555098506,27.698636068413077
279939,32.45029113651068,94.06189346560276,405.95622169506146,2797.2318309251673,27.616131119258142
86248,32.44372574385511,94.04290642518328,405.8727899956878,2796.6537300560585,27.610392410521776
275018,32.439655172413794,94.02737068965517,405.8633620689655,2796.5504310344827,27.60625
231619,32.43417366946779,94.0105580693816,405.78970049558285,2796.0346907993967,27.60590390002155
288154,32.37239303375618,93.8239088368093,405.0075252633842,2790.5858955063427,27.553644377553216
89606,32.38800515907137,93.90412725709372,405.2637575236457,2792.139939810834,27.581470335339638
288394,32.38770685579196,93.89469159681926,405.22179239200517,2791.7769181173435,27.579840962819688
288388,32.38654920498496,93.89106145251397,405.2028362698754,2791.622475290073,27.581650193382035
272474,32.37693298969072,93.85846219931271,405.13058419243987,2791.1763316151205,27.57323883161512
288364,32.37556366759716,93.85656001717844,405.1299119604896,2791.1309856130556,27.57182735666738
288352,32.37827393731215,93.87419493344782,405.18269643623876,2791.4673679690854,27.579433233147274
258493,32.40545181369392,93.93668169135007,405.4106031337197,2792.72869714531,27.599484867997425
280656,32.38803088803089,93.88181038181038,405.1859716859717,2791.168597168597,27.583869583869586
269844,32.36061709877866,93.79601457038783,404.8440111420613,2788.8467966573817,27.559245768159418
286013,32.42171771257229,94.01584921824802,405.6971514242879,2794.072606553866,27.618119511672734
278965,32.42991654183608,94.0241814680077,405.768671089236,2794.405307083244,27.618874384763537
276371,32.447272727272725,94.05754010695188,405.96406417112297,2795.623957219251,27.629732620320855
287621,32.44164172723386,94.03698161607525,405.85314236853355,2794.7056434373662,27.627191107310818
275867,32.458333333333336,94.0690170940171,406.03995726495725,2795.8529914529913,27.63760683760684
287471,32.47960708947256,94.14734144778988,406.38202007260304,2797.6942131112532,27.6527866752082
278064,32.469923208191126,94.17192832764505,406.4283276450512,2798.121800341297,27.654223549488055
275039,32.46545842217484,94.15565031982942,406.407249466951,2797.9366737739874,27.650106609808102
269869,32.47645429362881,94.18644790112934,406.56168761985936,2798.8416790965266,27.65352652887279
284650,32.474009373668515,94.17788666382616,406.54878568385175,2798.732424371538,27.651469961653174
286867,32.43139757498405,94.05722186768773,406.05998723675816,2795.383535417996,27.61752818549245
283283,32.42620161633347,94.04062101233518,405.9885155253084,2794.860272224585,27.613143343258187
286949,32.424622581331064,94.02998086327875,405.93174569423775,2794.4210078673186,27.610461407612163
286678,32.427266935655126,94.01295391802931,405.7819069866214,2793.7768103631342,27.59927797833935
284319,32.41498620250478,93.97452770112503,405.6138824028869,2792.6062407132245,27.58841010401189
224546,32.40674729471674,93.94525779758116,405.4939528962444,2791.7806068321665,27.58137067685126
276324,32.403478998727195,93.93954179041154,405.466058549003,2791.560882477726,27.57933814170556
283676,32.40551431601273,93.94676564156946,405.4901378579003,2791.6095440084837,27.580275715800635
281744,32.395378418486324,93.92198431206275,405.374178503286,2790.815348738605,27.572185711257156
184345,32.39020771513353,93.91055532005088,405.3200508690123,2790.4819838914796,27.569944891903347
284750,32.36954680220246,93.84900465904278,405.0372723422279,2788.543837357052,27.558873358746293
284675,32.36049957662998,93.82112616426757,404.9047417442845,2787.586367485182,27.54974597798476
284604,32.35019043588658,93.79602200592467,404.808717731697,2786.9610664409647,27.54295387219636
284622,32.351174106198435,93.80008462026656,404.79796911360273,2786.9062830547914,27.541146604611804
283887,32.31558935361217,93.71144909167722,404.3808618504436,2784.29890156316,27.514575411913814
284349,32.30960929250264,93.69250263991552,404.2986272439282,2783.7235480464624,27.509398099260824
284340,32.30525649145029,93.68271057631412,404.2241925269158,2783.2366476673,27.51044965167828
284201,32.301181933305195,93.67095821021528,404.1665259603208,2782.841705360912,27.50780920219502
284213,32.29985228951256,93.67271576281917,404.1483435323908,2782.7558556657523,27.5049588520785
284180,32.29725738396625,93.66814345991561,404.13713080168776,2782.7493670886074,27.504852320675106
284138,32.29276523940097,93.66673697532167,404.1103142796878,2782.6992195739294,27.50137101877241
284164,32.28911851539435,93.66090257275411,404.0963728384648,2782.640657950232,27.500210881484605
283536,32.28357579590976,93.64431794223066,404.02761965001054,2782.172464684799,27.495888678051866
283896,32.264433206911086,93.58765276021913,403.78171091445427,2780.4922039612306,27.48419721871049
283194,32.2607962923952,93.5818411628397,403.7680640404466,2780.437539498631,27.4830419212134
283876,32.25500105285323,93.57254158770267,403.7336281322384,2780.1848810275847,27.479048220678038
283631,32.24689539044412,93.56851189223322,403.6800673542412,2779.9955798779206,27.471479688486635
283790,32.244107744107744,93.5625,403.64541245791247,2779.761574074074,27.47243265993266
283340,32.23196635120925,93.53838065194532,403.54132492113564,2779.11167192429,27.46750788643533
283215,32.22072734916964,93.50515030481395,403.4111835190246,2778.268026066849,27.458482236703805
283216,32.2118092036142,93.48455557890313,403.33557470056735,2777.800588358899,27.45240596764026
283649,32.20903361344538,93.47836134453782,403.3002100840336,2777.5594537815127,27.453361344537814
282898,32.20415879017013,93.46418819575719,403.2354547363999,2777.1180424280615,27.45431632010082
283457,32.19777451186227,93.45202603401218,403.18286794037374,2776.805164812093,27.453915599412134
283615,32.195004198152816,93.44584382871537,403.14672544080605,2776.5573047858943,27.454659949622165
283359,32.19349422875131,93.43546694648478,403.09129066107033,2776.1271773347326,27.452046169989508
282874,32.20809733585064,93.49276274386406,403.31004824837424,2777.508495909377,27.463813719320328
283443,32.205536912751676,93.48846476510067,403.28607382550337,2777.2944630872485,27.46078020134228
283442,32.08595868975589,93.16711871479241,401.9008971416649,2768.021072397246,27.377008136866262
262016,32.07716371220021,93.13472367049009,401.7722627737226,2767.128258602711,27.370177267987486
280608,32.07256046705588,93.11884904086739,401.70329441201,2766.6319849874894,27.365929941618013
283178,32.049947970863684,93.02081165452654,401.26118626430804,2763.8695109261184,27.335067637877213
283173,32.038485541918035,92.99375910131059,401.1410443103807,2763.088204701477,27.325566881630955
282947,32.03494176372712,92.98752079866888,401.1237520798669,2763.0108153078204,27.324459234608984
282900,32.03139945934706,92.9812850904554,401.10646704096484,2762.9342898731543,27.323352048242878
282890,32.02869022869023,92.97525987525988,401.07027027027027,2762.6846153846154,27.324116424116426
282875,31.979460580912864,92.84170124481328,400.50560165975105,2758.962033195021,27.289004149377593
282733,31.975108898568763,92.82638456751711,400.4355942750467,2758.465256170919,27.287077369840283
279452,31.92948717948718,92.64309346567411,399.60111662531017,2752.842845326716,27.237386269644333
282717,31.912998553420127,92.59020458772474,399.40028931597436,2751.496590204588,27.22256664600124
282319,31.90702479338843,92.574173553719,399.33946280991734,2751.0913223140496,27.218388429752068
282276,31.900640363561248,92.55587688494113,399.26254906011155,2750.5569097293946,27.21317909522826
282049,31.89467162329616,92.53779429987608,399.1848409748038,2750.0187938868235,27.208798017348204
281897,31.888498864340285,92.52116456741689,399.1148048730126,2749.532314680983,27.203386330786703
281890,31.88253509496284,92.50309661436829,399.03715937241947,2748.9931874483896,27.199009083402146
281888,31.878018575851392,92.48833849329205,398.977915376677,2748.5789473684213,27.19484004127967
282016,31.86795956261605,92.46214153084382,398.85950072209613,2747.7852279760677,27.186507117804826
282008,31.858733759538048,92.44112188080017,398.77995462982057,2747.299855640338,27.180243349144153
281752,31.85319587628866,92.42391752577319,398.70556701030927,2746.7820618556702,27.17546391752577
281659,31.847041847041847,92.40610183467327,398.63450834879404,2746.293753865182,27.17027417027417
281236,31.84068425391591,92.3878812860676,398.5601813685078,2745.7829760923332,27.16549876339654
276202,31.831101956745623,92.35283213182286,398.3925849639547,2744.6238928939238,27.160453141091658
281174,31.82495881383855,92.33628500823723,398.3228995057661,2744.139003294893,27.155065897858318
281126,31.811278040749126,92.29080057625026,398.13150854085205,2742.9003910269603,27.14118131302737
281148,31.78453947368421,92.21443256578948,397.8081825657895,2740.7302631578946,27.120682565789473
281040,31.778417266187052,92.19794450154163,397.7387461459404,2740.247070914697,27.1153134635149
280938,31.766023007395233,92.16844700082169,397.63537387017254,2739.638044371405,27.108258011503697
